Timestamp (UTC),Wind_Offshore_MW,Wind_Onshore_MW
2022-12-31 23:00:00+00:00,1286.25,1792.5
2023-01-01 00:00:00+00:00,1194.0,1868.75
2023-01-01 01:00:00+00:00,1198.0,1840.0
2023-01-01 02:00:00+00:00,1187.25,1778.5
2023-01-01 03:00:00+00:00,1249.0,1775.0
2023-01-01 04:00:00+00:00,1249.75,1767.25
2023-01-01 05:00:00+00:00,1340.25,1819.0
2023-01-01 06:00:00+00:00,1784.75,1695.75
2023-01-01 07:00:00+00:00,2035.5,1937.5
2023-01-01 08:00:00+00:00,2187.5,1911.5
2023-01-01 09:00:00+00:00,1949.0,2008.75
2023-01-01 10:00:00+00:00,1976.75,1928.0
2023-01-01 11:00:00+00:00,1988.75,2047.5
2023-01-01 12:00:00+00:00,1807.25,1596.75
2023-01-01 13:00:00+00:00,1852.25,1759.0
2023-01-01 14:00:00+00:00,1715.25,1567.75
2023-01-01 15:00:00+00:00,1366.25,1318.75
2023-01-01 16:00:00+00:00,1204.75,1255.75
2023-01-01 17:00:00+00:00,1251.25,1350.75
2023-01-01 18:00:00+00:00,982.75,1113.75
2023-01-01 19:00:00+00:00,1041.25,1099.0
2023-01-01 20:00:00+00:00,1018.25,962.5
2023-01-01 21:00:00+00:00,911.5,685.5
2023-01-01 22:00:00+00:00,1040.0,749.5
2023-01-01 23:00:00+00:00,1064.75,757.5
2023-01-02 00:00:00+00:00,828.75,993.5
2023-01-02 01:00:00+00:00,591.25,1187.5
2023-01-02 02:00:00+00:00,554.5,1198.25
2023-01-02 03:00:00+00:00,369.5,1201.75
2023-01-02 04:00:00+00:00,448.75,1187.25
2023-01-02 05:00:00+00:00,592.75,1260.5
2023-01-02 06:00:00+00:00,593.5,1108.0
2023-01-02 07:00:00+00:00,790.0,827.0
2023-01-02 08:00:00+00:00,945.75,798.5
2023-01-02 09:00:00+00:00,1069.75,1015.5
2023-01-02 10:00:00+00:00,1464.5,988.75
2023-01-02 11:00:00+00:00,1067.5,1238.5
2023-01-02 12:00:00+00:00,1074.25,1204.5
2023-01-02 13:00:00+00:00,1115.75,1056.5
2023-01-02 14:00:00+00:00,1034.25,1131.0
2023-01-02 15:00:00+00:00,1005.5,1079.75
2023-01-02 16:00:00+00:00,945.0,1067.5
2023-01-02 17:00:00+00:00,1023.25,956.25
2023-01-02 18:00:00+00:00,1015.5,901.25
2023-01-02 19:00:00+00:00,941.25,931.0
2023-01-02 20:00:00+00:00,705.75,878.5
2023-01-02 21:00:00+00:00,629.0,766.75
2023-01-02 22:00:00+00:00,616.75,692.25
2023-01-02 23:00:00+00:00,566.75,597.75
2023-01-03 00:00:00+00:00,467.5,570.5
2023-01-03 01:00:00+00:00,407.5,456.75
2023-01-03 02:00:00+00:00,355.5,354.75
2023-01-03 03:00:00+00:00,406.25,348.0
2023-01-03 04:00:00+00:00,401.5,353.5
2023-01-03 05:00:00+00:00,545.5,495.0
2023-01-03 06:00:00+00:00,603.0,644.5
2023-01-03 07:00:00+00:00,833.0,737.0
2023-01-03 08:00:00+00:00,1239.25,835.25
2023-01-03 09:00:00+00:00,1741.25,969.75
2023-01-03 10:00:00+00:00,1917.25,1127.25
2023-01-03 11:00:00+00:00,1930.5,1223.5
2023-01-03 12:00:00+00:00,2032.5,1274.25
2023-01-03 13:00:00+00:00,2197.75,1373.5
2023-01-03 14:00:00+00:00,2208.0,1507.5
2023-01-03 15:00:00+00:00,2345.0,1779.25
2023-01-03 16:00:00+00:00,2334.25,2029.0
2023-01-03 17:00:00+00:00,2399.75,2200.25
2023-01-03 18:00:00+00:00,2408.75,2358.25
2023-01-03 19:00:00+00:00,2405.5,2421.5
2023-01-03 20:00:00+00:00,2407.0,2445.5
2023-01-03 21:00:00+00:00,2407.0,2472.5
2023-01-03 22:00:00+00:00,2404.5,2394.0
2023-01-03 23:00:00+00:00,2400.75,2453.5
2023-01-04 00:00:00+00:00,2405.25,2486.5
2023-01-04 01:00:00+00:00,2351.75,2413.75
2023-01-04 02:00:00+00:00,2225.5,2224.5
2023-01-04 03:00:00+00:00,2162.0,2181.0
2023-01-04 04:00:00+00:00,2359.75,2352.75
2023-01-04 05:00:00+00:00,2347.0,2430.0
2023-01-04 06:00:00+00:00,2398.5,2438.25
2023-01-04 07:00:00+00:00,2398.0,2435.25
2023-01-04 08:00:00+00:00,2404.5,2429.25
2023-01-04 09:00:00+00:00,2397.75,2450.25
2023-01-04 10:00:00+00:00,2397.0,2448.25
2023-01-04 11:00:00+00:00,2390.75,2475.0
2023-01-04 12:00:00+00:00,2392.5,2473.5
2023-01-04 13:00:00+00:00,2391.0,2469.25
2023-01-04 14:00:00+00:00,2387.25,2435.75
2023-01-04 15:00:00+00:00,2389.0,2483.25
2023-01-04 16:00:00+00:00,2398.5,2465.5
2023-01-04 17:00:00+00:00,2381.25,2459.5
2023-01-04 18:00:00+00:00,2384.5,2463.5
2023-01-04 19:00:00+00:00,2385.5,2451.0
2023-01-04 20:00:00+00:00,2382.75,2463.25
2023-01-04 21:00:00+00:00,2378.25,2459.25
2023-01-04 22:00:00+00:00,2300.0,2419.75
2023-01-04 23:00:00+00:00,2389.5,2429.5
2023-01-05 00:00:00+00:00,2392.0,2403.0
2023-01-05 01:00:00+00:00,2390.25,2380.75
2023-01-05 02:00:00+00:00,2213.75,2256.75
2023-01-05 03:00:00+00:00,2380.5,2330.0
2023-01-05 04:00:00+00:00,2372.75,2239.0
2023-01-05 05:00:00+00:00,2331.0,2111.25
2023-01-05 06:00:00+00:00,2237.75,2044.25
2023-01-05 07:00:00+00:00,2024.5,1808.25
2023-01-05 08:00:00+00:00,1603.5,1558.75
2023-01-05 09:00:00+00:00,1222.75,1387.25
2023-01-05 10:00:00+00:00,918.5,1172.0
2023-01-05 11:00:00+00:00,786.0,1125.5
2023-01-05 12:00:00+00:00,941.25,960.5
2023-01-05 13:00:00+00:00,1071.75,748.75
2023-01-05 14:00:00+00:00,963.5,665.0
2023-01-05 15:00:00+00:00,1096.0,756.0
2023-01-05 16:00:00+00:00,1339.25,916.75
2023-01-05 17:00:00+00:00,1660.75,1021.25
2023-01-05 18:00:00+00:00,2010.25,1268.0
2023-01-05 19:00:00+00:00,2009.25,1464.5
2023-01-05 20:00:00+00:00,2184.75,1722.75
2023-01-05 21:00:00+00:00,2262.75,1811.25
2023-01-05 22:00:00+00:00,2157.0,1878.75
2023-01-05 23:00:00+00:00,2257.75,1997.0
2023-01-06 00:00:00+00:00,2305.5,2094.0
2023-01-06 01:00:00+00:00,2309.5,2180.25
2023-01-06 02:00:00+00:00,2330.25,2233.5
2023-01-06 03:00:00+00:00,2338.0,2259.75
2023-01-06 04:00:00+00:00,2319.5,2307.25
2023-01-06 05:00:00+00:00,2314.25,2386.75
2023-01-06 06:00:00+00:00,2086.5,2425.0
2023-01-06 07:00:00+00:00,1618.75,2082.5
2023-01-06 08:00:00+00:00,1496.25,1603.75
2023-01-06 09:00:00+00:00,1478.25,1446.0
2023-01-06 10:00:00+00:00,1420.5,1479.0
2023-01-06 11:00:00+00:00,1360.25,1564.0
2023-01-06 12:00:00+00:00,1437.0,1520.5
2023-01-06 13:00:00+00:00,1398.75,1261.75
2023-01-06 14:00:00+00:00,1293.25,1205.0
2023-01-06 15:00:00+00:00,1324.75,1144.0
2023-01-06 16:00:00+00:00,1342.75,1120.5
2023-01-06 17:00:00+00:00,1438.0,1047.75
2023-01-06 18:00:00+00:00,1928.25,1076.5
2023-01-06 19:00:00+00:00,2181.25,1199.25
2023-01-06 20:00:00+00:00,2229.75,1440.75
2023-01-06 21:00:00+00:00,2234.75,1641.5
2023-01-06 22:00:00+00:00,2210.75,1645.25
2023-01-06 23:00:00+00:00,2038.0,1823.25
2023-01-07 00:00:00+00:00,2095.75,1780.75
2023-01-07 01:00:00+00:00,2225.25,1808.25
2023-01-07 02:00:00+00:00,2228.0,1842.5
2023-01-07 03:00:00+00:00,2226.0,1759.0
2023-01-07 04:00:00+00:00,2220.0,1772.0
2023-01-07 05:00:00+00:00,2216.5,1804.25
2023-01-07 06:00:00+00:00,2193.5,1856.5
2023-01-07 07:00:00+00:00,2222.0,1903.75
2023-01-07 08:00:00+00:00,2381.75,1936.0
2023-01-07 09:00:00+00:00,2381.75,2074.75
2023-01-07 10:00:00+00:00,2366.75,1988.75
2023-01-07 11:00:00+00:00,2372.25,2000.25
2023-01-07 12:00:00+00:00,2376.25,2105.5
2023-01-07 13:00:00+00:00,2392.5,2183.25
2023-01-07 14:00:00+00:00,2391.75,2253.75
2023-01-07 15:00:00+00:00,2381.25,2205.25
2023-01-07 16:00:00+00:00,2387.5,2297.5
2023-01-07 17:00:00+00:00,2387.0,2314.0
2023-01-07 18:00:00+00:00,2390.0,2322.25
2023-01-07 19:00:00+00:00,2384.5,2307.0
2023-01-07 20:00:00+00:00,2363.0,2298.75
2023-01-07 21:00:00+00:00,2184.25,2293.0
2023-01-07 22:00:00+00:00,2123.0,2256.5
2023-01-07 23:00:00+00:00,1765.75,2168.25
2023-01-08 00:00:00+00:00,1710.0,1979.5
2023-01-08 01:00:00+00:00,1878.75,1697.25
2023-01-08 02:00:00+00:00,1848.0,1577.5
2023-01-08 03:00:00+00:00,1869.0,1457.5
2023-01-08 04:00:00+00:00,1903.25,1530.0
2023-01-08 05:00:00+00:00,1900.0,1503.75
2023-01-08 06:00:00+00:00,1874.75,1561.0
2023-01-08 07:00:00+00:00,1871.25,1736.75
2023-01-08 08:00:00+00:00,1889.75,1826.0
2023-01-08 09:00:00+00:00,1681.75,1797.0
2023-01-08 10:00:00+00:00,1709.75,1787.25
2023-01-08 11:00:00+00:00,1645.0,1677.75
2023-01-08 12:00:00+00:00,1681.5,1656.0
2023-01-08 13:00:00+00:00,1791.75,1688.25
2023-01-08 14:00:00+00:00,1729.5,1689.5
2023-01-08 15:00:00+00:00,1827.5,1697.25
2023-01-08 16:00:00+00:00,2009.75,1732.75
2023-01-08 17:00:00+00:00,2164.0,1783.25
